,objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture,primaryImage
1397,436291,Flowers in a Stone Vase,Peter Faes,1786,Flemish,Belgium,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep48.187.738.bw.R.jpg
1398,436292,Still Life with Roses and Fruit,Henri Fantin-Latour,1863,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT8649.jpg
1399,436293,Still Life with Flowers and Fruit,Henri Fantin-Latour,1866,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1980.jpg
1400,436294,Still Life with Pansies,Henri Fantin-Latour,1874,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1576.jpg
1401,436296,The Palace of Aurora,Henri Fantin-Latour,1902,French,France,1900's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-2943.001.jpg
1402,436299,"The Coronation of the Virgin, and Saints",Giovanni di Tano Fei,1394,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP293271.jpg
1403,436301,The Parable of the Mote and the Beam,Domenico Fetti,ca. 1619,Italian,Italy,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT6682.jpg
1404,436305,Still Life,Georg Flegel,probably ca. 1625–30,German,Germany,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1572.jpg
1405,436309,Bearded Man with a Velvet Cap,Govert Flinck,1645,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP136267.jpg
1406,436310,Portrait of a Prelate,Lavinia Fontana,ca. 1580,unavailable,Unknown country,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT201083.jpg
1407,436318,Mirope Savati Gaye,Mariano Fortuny Marsal,1865,Spanish,Spain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13445-001.jpg
1408,436319,The Cascade,Jean Honoré Fragonard,ca. 1775,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1015-001.jpg
1409,436321,Roman Interior,Jean Honoré Fragonard,ca. 1760,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1010-001.jpg
1410,436322,The Love Letter,Jean Honoré Fragonard,early 1770s,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1014-001.jpg
1411,436324,A Shaded Avenue,Jean Honoré Fragonard,ca. 1775,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1016-001.jpg
1412,436325,The Stolen Kiss,Jean Honoré Fragonard,ca. 1760,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1009-001.jpg
1413,436326,The Two Sisters,Jean Honoré Fragonard,ca. 1769–70,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1012-01.jpg
1414,436327,Allegory of Vigilance,Jean Honoré Fragonard,ca. 1772,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1017-01.jpg
1415,436329,Gathering Olives at Tivoli,François-Louis Français,1868,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23204-001.jpg
1416,436332,Saint Roch,Francesco Francia,1502,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP14.jpg
1417,436333,Federico Gonzaga (1500–1540),Francesco Francia,1510,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17396-001.jpg
1418,436335,Madonna and Child with Saints Francis and Jerome,Francesco Francia,1500–10,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19923-001.jpg
1419,436337,Portrait of a Monk in Prayer,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP345572.jpg
1420,436338,Monsieur de Bellefourière,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.114.bw.R.jpg
1421,436339,Portrait of a Member of the de Thou Family,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep22.60.46.bw.R.jpg
1422,436340,Portrait of a Man with a High Hat,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.104.bw.R.jpg
1423,436341,Portrait of a Man in a White Fur Coat,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep17.190.4.bw.R.jpg
1424,436342,"Henri III (1551–1589), King of France",French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep67.55.2.bw.R.jpg
1425,436344,Holy Family with Saint Anne,French Painter,early 17th century,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20646-001.jpg
1426,436345,Still Life with Strawberries,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-23426-001.jpg
1427,436346,The Restoration of the Catholic Religion in Strasbourg,Claude Guy Hallé,ca. 1681,unavailable,Unknown country,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22843-001.jpg
1428,436347,Trompe l'oeil with Palettes and Miniature,Jean François de Le Motte,Unknown time period,unavailable,Unknown country,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17630-001.jpg
1429,436397,Portrait of a Man in a Brown Coat,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22848-001.jpg
1430,436398,Portrait of a Woman in a Rose Dress,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22888-001.jpg
1431,436404,Portrait of a Woman Holding a Book,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22847-001.jpg
1432,436407,Portrait of a Man in a Blue Coat,French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep48.187.735.bw.R.jpg
1433,436408,Napoleon Bonaparte (1769–1821),French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep77.6.bw.R.jpg
1434,436410,The Nymph of Fontainebleau,French (Fontainebleau) Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-16596-001.jpg
1435,436413,Christ Bearing the Cross,Northern French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.112.bw.R.jpg
1436,436415,Portrait of a Man of the Moncheaux Family,Northern French Painter,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.130.bw.R.jpg
1437,436416,The Resurrection,Spanish (Aragonese) Painter,Unknown time period,Spanish,Spain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT8870.jpg
1438,436418,Jerusalem from the Mount of Olives,Charles-Théodore Frère,by 1880,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2000.jpg
1439,436419,The Arab Falconer,Eugène Fromentin,1864,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep23.103.2.bw.R.jpg
1440,436420,Arabs Crossing a Ford,Eugène Fromentin,1873,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-16529-001.jpg
1441,436423,The Night-Hag Visiting Lapland Witches,Henry Fuseli,1796,Swiss,Switzerland,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep1980.411.R.jpg
1442,436424,A Basket and Birds,Jan Fyt,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17488-001.jpg
1443,436425,A Hare and Birds,Jan Fyt,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17489-001.jpg
1444,436426,"A Hare, Partridges, and Fruit",Jan Fyt,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.141.bw.R.jpg
1445,436427,A Partridge and Small Game Birds,Jan Fyt,1650s,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP104991.jpg
1446,436428,The Trinity,Agnolo Gaddi,ca. 1390–96,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP264.jpg
1447,436429,Saint Margaret and the Dragon,Agnolo Gaddi,ca. 1390,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/SF Gaddi.jpg
1448,436431,Charles Rousseau Burney (1747–1819),Thomas Gainsborough,ca. 1780,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162157.jpg
1449,436432,Queen Charlotte,Thomas Gainsborough,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162155.jpg
1450,436433,A Boy with a Cat—Morning,Thomas Gainsborough,1787,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169648.jpg
1451,436434,Lieutenant Colonel Paul Pechell (1724–1800),Thomas Gainsborough,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162180.jpg
1452,436435,Mrs. Grace Dalrymple Elliott (1754?–1823),Thomas Gainsborough,1778,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169214.jpg
1453,436436,"Mrs. Ralph Izard (Alice De Lancey, 1746/47–1832)",Thomas Gainsborough,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162167.jpg
1454,436438,"John Hobart (1723–1793), 2nd Earl of Buckinghamshire",Thomas Gainsborough,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162162.jpg
1455,436439,"Portrait of a Young Woman, Called Miss Sparrow",Thomas Gainsborough,1770s,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP162145.jpg
1456,436440,Cottage Children (The Wood Gatherers),Thomas Gainsborough,1787,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169640.jpg
1457,436441,Wooded Upland Landscape,Thomas Gainsborough,probably 1783,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP123922.jpg
1458,436442,The Painter's Daughter Mary (1750–1826),Thomas Gainsborough,mid-19th century,British,Britain,1900's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169391.jpg
1459,436443,Saint Nicholas of Tolentino Reviving the Birds,Garofalo (Benvenuto Tisi da Garofalo),ca. 1530,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP541.jpg
1460,436444,Saint Nicholas of Tolentino Reviving a Child,Garofalo (Benvenuto Tisi da Garofalo),ca. 1530,Italian,Italy,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP1455.jpg
1461,436445,The Translation of the Holy House of Loreto,Saturnino Gatti,ca. 1490,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP158156.jpg
1462,436446,Two Tahitian Women,Paul Gauguin,1899,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1342.jpg
1463,436448,A Farm in Brittany,Paul Gauguin,ca. 1894,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP123847.jpg
1464,436449,The Siesta,Paul Gauguin,ca. 1892–94,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1952.jpg
1465,436451,Tahitian Landscape,Paul Gauguin,1892,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-043.jpg
1466,436453,Esther before Ahasuerus,Artemisia Gentileschi,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20748-001.jpg
1467,436454,Alfred Dedreux (1810–1860) as a Child,Théodore Gericault,ca. 1819–20,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2006.jpg
1468,436455,Evening: Landscape with an Aqueduct,Théodore Gericault,1818,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2138.jpg
1469,436456,An Episode from the Life of Saint Giovanni Gualberto,Niccolò di Pietro Gerini,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP270.jpg
1470,436472,Portrait of a Man in Profile,Italian Painter,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164822.jpg
1471,436481,"Cafe House, Cairo (Casting Bullets)",Jean-Léon Gérôme,1884 or earlier,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22986-001.jpg
1472,436482,Prayer in the Mosque,Jean-Léon Gérôme,1871,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1971.jpg
1473,436483,Pygmalion and Galatea,Jean-Léon Gérôme,ca. 1890,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14201-005.jpg
1474,436484,Tiger and Cubs,Jean-Léon Gérôme,ca. 1884,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1972.jpg
1475,436489,Francesco Sassetti (1421–1490) and His Son Teodoro,Domenico Ghirlandaio (Domenico Bigordi),ca. 1488,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1369.jpg
1476,436491,Selvaggia Sassetti (born 1470),Davide Ghirlandaio (David Bigordi),ca. 1487–88,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17015-001.jpg
1477,436492,Saint Christopher and the Infant Christ,Domenico Ghirlandaio (Domenico Bigordi),Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP371.jpg
1478,436494,The Nativity with Saints,Ridolfo Ghirlandaio,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT235074.jpg
1479,436495,Saint John the Evangelist Raises Satheus to Life,Francescuccio Ghissi (Francesco di Cecco Ghissi),ca. 1370,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP375694.jpg
1480,436496,Saint John the Evangelist with Acteus and Eugenius,Francescuccio Ghissi (Francesco di Cecco Ghissi),ca. 1370,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP375435.jpg
1481,436497,Saint John the Evangelist Causes a Pagan Temple to Collapse,Francescuccio Ghissi (Francesco di Cecco Ghissi),ca. 1370,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP375436.jpg
1482,436499,Diana the Huntress,Giampietrino (Giovanni Pietro Rizzoli),Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18296-033.jpg
